bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,202491.0,202491.0,202491.0,202491.0,190645.0,190645.0,190645.0,175378.0,190408.0,190408.0,190408.0,194189.0,210724.0,228582.0,228582.0,195584.0,195584.0,195584.0,195584.0,152800.0,152800.0,152800.0,166024.0,161044.0,161044.0,161044.0,174928.0,174928.0,142470.0,142470.0,142470.0,131617.0,189963.0,190933.0,190933.0,207208.0,207208.0,171189.0,171189.0,171189.0,171189.0,158440.0,158440.0,172115.0,131767.0,143308.0,155773.0,169235.0,134198.0,145934.0,158609.0,172298.0,171817.0,186562.0,202487.0,219686.0,238261.0,258322.0,220986.0,220986.0,220986.0,220986.0,179119.0,179119.0
bweforvideo-googBucketDelay,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
timestamp,1541178840,1541178841,1541178842,1541178843,1541178844,1541178845,1541178846,1541178847,1541178848,1541178849,1541178850,1541178851,1541178852,1541178853,1541178854,1541178855,1541178856,1541178857,1541178858,1541178859,1541178860,1541178861,1541178862,1541178863,1541178864,1541178865,1541178866,1541178867,1541178868,1541178869,1541178870,1541178871,1541178840,1541178841,1541178842,1541178843,1541178844,1541178845,1541178846,1541178847,1541178848,1541178849,1541178850,1541178851,1541178852,1541178853,1541178854,1541178855,1541178856,1541178857,1541178858,1541178859,1541178860,1541178861,1541178862,1541178863,1541178864,1541178865,1541178866,1541178867,1541178868,1541178869,1541178870,1541178871
audio_bitsReceivedPerSecond,0.0,128452.98281092012,101192.0,161336.0,186392.0,197280.0,193233.23323323324,200527.47252747254,167040.0,173264.0,189744.0,173664.0,114309.69030969031,95783.78378378379,161800.0,182488.0,186305.88235294117,188281.34556574924,193416.0,171819.81981981982,175336.66333666333,178698.6986986987,148827.17282717282,114104.0,165832.0,195075.0750750751,183136.0,179420.57942057942,137865.86586586587,181354.64535464536,129017.01701701702,109970.02997002997,124809.71659919029,106216.0,154416.0,215368.0,170832.0,194672.0,187512.0,161166.83316683318,167791.7917917918,191984.0,168639.36063936065,93368.0,153144.0,187040.0,195496.0,207776.0,191024.0,210320.0,151704.0,166774.77477477476,153070.92907092907,151432.0,134872.0,159072.0,147672.0,150248.0,158280.0,170968.0,197016.0,134960.0,148888.0,151072.0
audio_bitsSentPerSecond,0.0,129496.46107178969,142896.0,224240.0,211920.0,161624.0,216576.57657657657,220963.03696303695,209304.0,181672.0,191840.0,155528.0,117866.13386613387,186114.1141141141,174456.0,221208.0,207278.431372549,183926.60550458715,213128.0,205517.51751751752,192351.64835164836,145017.01701701703,173090.9090909091,124736.0,180880.0,147811.8118118118,166616.0,183632.36763236762,173677.67767767768,188595.4045954046,178578.57857857857,130789.21078921079,162890.6882591093,129376.0,168760.0,217776.0,219752.0,172000.0,232392.0,189514.4855144855,182230.23023023023,179056.0,202933.06693306693,163344.0,109512.0,145752.0,201560.0,202432.0,205232.0,140472.0,179384.0,206382.38238238238,205378.62137862138,198264.0,134184.0,195248.0,200896.0,197264.0,198160.0,119560.0,186176.0,167640.0,114144.0,124568.0
audio_packetsSentPerSecond,0.0,131.4459049544995,132.0,136.0,141.0,138.0,141.14114114114113,137.86213786213787,137.0,133.0,137.0,131.0,130.86913086913086,123.12312312312312,136.0,136.0,144.11764705882354,139.6534148827727,136.0,136.13613613613614,137.86213786213787,129.12912912912913,129.87012987012986,129.0,132.0,133.13313313313313,132.0,136.86313686313687,130.13013013013014,131.86813186813185,130.13013013013014,105.89410589410589,128.5425101214575,127.0,132.0,135.0,139.0,138.0,139.0,130.86913086913086,137.13713713713713,128.0,135.86413586413587,124.0,131.0,126.0,129.0,131.0,143.0,119.0,130.0,133.13313313313313,132.86713286713288,130.0,130.0,128.0,136.0,134.0,141.0,137.0,140.0,136.0,135.0,136.0
audio_googLocalAddress,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.137.161:34788,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078,35.204.125.129:34078
audio_googRemoteAddress,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000,18.196.161.129:10000
audio_googRtt,2937.0,3058.0,3058.0,3058.0,3058.0,3058.0,3058.0,3058.0,3044.0,3044.0,3044.0,3044.0,3044.0,3044.0,3285.0,3285.0,3285.0,3285.0,3285.0,3254.0,3254.0,3281.0,3281.0,3281.0,3451.0,3451.0,3451.0,3539.0,3539.0,3516.0,3516.0,3516.0,3107.0,3107.0,3107.0,3285.0,3285.0,3259.0,3259.0,3259.0,3259.0,3259.0,3215.0,3215.0,3215.0,3399.0,3399.0,3399.0,3426.0,3426.0,3349.0,3349.0,3256.0,3256.0,3256.0,3304.0,3304.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3503.0
