bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,305385.0,305385.0,51909.0,187199.0,187199.0,203175.0,220429.0,239063.0,258974.0,267902.0,277029.0,180044.0,180044.0,180044.0,180044.0,180044.0,180044.0,180044.0,180044.0,146285.0,146285.0,158988.0,172707.0,172707.0,172707.0,172707.0,172707.0,172707.0,187524.0,187625.0,187625.0,203635.0,220926.0,220926.0,220926.0,220926.0,186406.0,202318.0,202318.0,202318.0,202318.0,202318.0,219503.0,219503.0,168485.0,168485.0,168485.0,168485.0,168485.0,182964.0,198601.0,168570.0,168570.0,168570.0,183056.0,183056.0,183056.0,183056.0,183056.0,168754.0,168754.0,168754.0,168754.0,168754.0,168754.0,168754.0,136453.0,136453.0,136453.0,136453.0,148369.0,161239.0,161239.0,161239.0,125338.0,136365.0,136365.0,136365.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,304588.0,172979.0,190103.0,172071.0,172071.0,172071.0,172071.0,183998.0,183998.0,199718.0,206716.0,209720.0,125750.0,125750.0,125750.0,125750.0,136810.0,148755.0,161655.0,161655.0,161655.0,129450.0,140806.0,153070.0,153070.0,153070.0,166316.0,97013.0,105774.0,115236.0,125455.0,136491.0,136491.0,136491.0,148410.0,161283.0,134361.0,134361.0,146110.0,146110.0,158799.0,158799.0,158799.0,158799.0,129292.0,140635.0,152886.0,166117.0,180406.0,195838.0,175565.0,190610.0,206859.0,224408.0,243361.0,243556.0,243556.0,243556.0,243636.0,179596.0,194964.0,211561.0,229486.0,244992.0,246616.0,246616.0,246616.0,153940.0,167255.0,181635.0,197166.0,213939.0,213939.0,232054.0,215885.0,215885.0,234156.0,253644.0,253644.0,253988.0,253988.0,254616.0,234226.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,59.0,35.0,0.0,181.0,0.0,4.0,4.0,4.0,0.0,0.0,133.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0.0,2.0,36.0,0.0,2.0,2.0,35.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,143.0,117.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,81.0,1.0,0.0,1.0,2.0,86.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,162.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,45.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,47.0,0.0,2.0,1.0,63.0,1.0,1.0,3.0,110.0,1.0,0.0,1.0,1.0,47.0,1.0,0.0,2.0,1.0,1.0
timestamp,1541178862,1541178863,1541178864,1541178865,1541178866,1541178867,1541178868,1541178869,1541178870,1541178871,1541178872,1541178873,1541178874,1541178875,1541178876,1541178877,1541178878,1541178879,1541178880,1541178881,1541178882,1541178883,1541178884,1541178885,1541178886,1541178887,1541178888,1541178889,1541178890,1541178891,1541178892,1541178893,1541178894,1541178895,1541178896,1541178897,1541178898,1541178899,1541178900,1541178901,1541178902,1541178903,1541178904,1541178905,1541178906,1541178907,1541178908,1541178909,1541178910,1541178911,1541178912,1541178913,1541178914,1541178915,1541178916,1541178917,1541178918,1541178919,1541178920,1541178921,1541178922,1541178923,1541178924,1541178925,1541178926,1541178927,1541178928,1541178929,1541178930,1541178931,1541178932,1541178933,1541178934,1541178935,1541178936,1541178937,1541178938,1541178939,1541178940,1541178941,1541178942,1541178943,1541178944,1541178945,1541178946,1541178947,1541178948,1541178949,1541178950,1541178951,1541178952,1541178953,1541178954,1541178955,1541178956,1541178957,1541178865,1541178866,1541178867,1541178868,1541178869,1541178870,1541178871,1541178872,1541178873,1541178874,1541178875,1541178876,1541178877,1541178878,1541178879,1541178880,1541178881,1541178882,1541178883,1541178884,1541178885,1541178886,1541178887,1541178888,1541178889,1541178890,1541178891,1541178892,1541178893,1541178894,1541178895,1541178896,1541178897,1541178898,1541178899,1541178900,1541178901,1541178902,1541178903,1541178904,1541178905,1541178906,1541178907,1541178908,1541178909,1541178910,1541178911,1541178912,1541178913,1541178914,1541178915,1541178916,1541178917,1541178918,1541178919,1541178920,1541178921,1541178922,1541178923,1541178924,1541178925,1541178926,1541178927,1541178928,1541178929,1541178930,1541178931,1541178932,1541178933,1541178934,1541178935,1541178936,1541178937,1541178938,1541178939,1541178940,1541178941,1541178942,1541178943,1541178944,1541178945,1541178946,1541178947,1541178948,1541178949,1541178950,1541178951,1541178952,1541178953,1541178954,1541178955,1541178956,1541178957
audio_bitsReceivedPerSecond,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,4940.940940940941,0.0,52300.3003003003,221245.50898203594,85165.16516516516,-363952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438280.0,100480.0,86233.76623376623,102046.04604604605,71984.01598401599,78712.0,46414.414414414416,29104.0,99228.77122877123,125205.2052052052,137785.7857857858,124467.53246753247,122256.0,111672.9810568295,138423.26980942828,95544.0,143103.10310310312,184039.92015968065,107362.08625877633,104255.48902195609,143408.0,178368.0,187318.6372745491,193678.3216783217,193352.0,188784.0,178160.0,189538.46153846153,183039.03903903905,166721.2787212787,194408.0,177793.7937937938,189184.0,111928.0,115768.0,126480.0,187304.0,193112.0,192936.0,181448.0,178552.0,184664.0,184119.76047904193,155155.15515515517,116804.80480480481,167064.0,167855.85585585586,192288.0,179880.23952095807,183344.65534465536,197533.53353353354,188900.9009009009,206720.0,159289.42115768464,145425.42542542543,153576.0,184816.8168168168,192917.2482552343,186696.08826479438,176271.45708582836,193265.26526526528,160576.57657657657,144983.01698301698,194562.56256256255,191752.0,192496.4964964965,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527696.0,117616.0,-645312.0,0.0,0.0,0.0,0.0,0.0,0.0,50512.0,1819489.0219560878,0.0,-1871768.2317682318,1875515.5155155156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1873640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_bitsSentPerSecond,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1253.493013972056,4364.3643643643645,0.0,265193.1931931932,342235.5289421158,323835.83583583584,-896408.0,142944.0,148523.47652347654,46808.0,100384.0,142729.27072927073,83847.69539078156,174745.25474525476,158798.7987987988,123096.0,209624.0,110896.0,154312.0,164968.0,-1708552.0,1003336.0,144912.0,140203.7962037962,206918.9189189189,109298.7012987013,163424.0,86102.1021021021,195880.0,163620.37962037962,231783.7837837838,254342.34234234234,174321.6783216783,182920.0,178129.6111665005,183422.2668004012,94120.0,138258.25825825825,166443.11377245508,199799.39819458374,128271.45708582834,185928.0,207640.0,198188.376753507,179492.5074925075,122264.0,124688.0,215064.0,175800.1998001998,209497.4974974975,168039.96003996005,176608.0,197453.45345345346,202632.0,201224.0,169648.0,202120.0,206184.0,171800.0,174152.0,174296.0,112480.0,153160.0,175305.3892215569,209001.00100100102,178410.4104104104,166656.0,202618.6186186186,178928.0,179313.37325349302,193462.53746253747,180868.86886886886,222550.55055055054,163360.0,166578.84231536926,123411.4114114114,162336.0,188828.82882882882,179892.32303090728,181255.76730190573,202051.89620758482,175967.96796796797,220708.7087087087,119680.31968031968,204980.98098098097,105656.0,169529.52952952954,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38792.0,756886.2275449102,0.0,-796395.6043956043,797989.98998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-797192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_packetsSentPerSecond,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0.998003992015968,1.001001001001001,0.0,54.054054054054056,112.77445109780439,104.10410410410411,-186.0,102.0,123.87612387612387,107.0,108.0,89.91008991008991,75.1503006012024,122.87712287712287,124.12412412412412,126.0,117.0,125.0,182.0,126.0,-1577.0,349.0,142.0,155.84415584415584,126.12612612612612,140.85914085914087,160.0,112.11211211211211,116.0,104.8951048951049,124.12412412412412,142.14214214214215,142.85714285714286,146.0,164.50648055832502,182.54764292878636,158.0,169.16916916916918,155.688622754491,144.4332998996991,150.6986027944112,154.0,163.0,203.4068136272545,168.83116883116884,153.0,162.0,180.0,166.83316683316684,161.16116116116117,199.8001998001998,221.0,171.17117117117118,186.0,152.0,159.0,153.0,163.0,180.0,193.0,158.0,169.0,147.0,163.67265469061877,155.15515515515514,157.15715715715714,172.0,163.16316316316318,171.0,164.67065868263472,152.84715284715284,171.17117117117118,166.16616616616616,172.0,150.6986027944112,158.15815815815816,145.0,169.16916916916918,152.54237288135593,151.45436308926782,161.67664670658684,163.16316316316318,185.1851851851852,133.86613386613388,173.17317317317318,153.0,154.15415415415416,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,511.9760479041916,0.0,-544.4555444555444,545.5455455455456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audio_googLocalAddress,-1,-1,-1,-1,-1,-1,-1,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,10.164.0.8:55457,-1,-1,-1,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,18.195.93.116:51179,35.204.125.129:57977,35.204.125.129:57977,35.204.125.129:57977,35.204.125.129:57977,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179
audio_googRemoteAddress,-1,-1,-1,-1,-1,-1,-1,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,18.195.93.116:51179,35.204.125.129:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,10.164.0.9:57977,-1,-1,-1,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:49576,10.164.0.8:55457,18.195.93.116:54593,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,18.195.93.116:61343,18.195.93.116:61343,18.195.93.116:61343,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,35.204.137.161:55457,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518,18.195.93.116:58518
audio_googRtt,-1,-1,-1,-1,-1,-1,-1,3000.0,3000.0,2021.0,1997.0,1997.0,1997.0,1997.0,1997.0,3770.0,4135.0,4135.0,4352.0,4352.0,4352.0,4352.0,5168.0,5168.0,5168.0,5168.0,5442.0,5397.0,5397.0,8281.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,5739.0,6503.0,6503.0,6503.0,6503.0,6832.0,6832.0,6971.0,6971.0,6971.0,6971.0,7378.0,7378.0,7378.0,7193.0,7193.0,6967.0,6967.0,6967.0,6967.0,6967.0,6967.0,6920.0,6920.0,6920.0,7045.0,7045.0,7045.0,7045.0,6870.0,6870.0,6870.0,6870.0,6870.0,6870.0,7117.0,7117.0,7186.0,7186.0,7186.0,7186.0,7186.0,7052.0,7052.0,6991.0,6991.0,6991.0,7014.0,7014.0,7014.0,7020.0,7020.0,6958.0,6958.0,6950.0,6950.0,-1,-1,-1,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3054.0,5523.0,5523.0,5523.0,8356.0,5853.0,5853.0,3613.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,5853.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0,3613.0
